ID,Brand,CPU,GPU,RAM,Storage,Screen,Operating_System,Price_USD
8488,Lenovo,Intel Core i5-14600K,Intel Arc A770,128GB DDR5,2TB SSD,"15.6"" FHD",Windows 10 Pro,1212.02
8489,HP,Intel Core i5-14600K,NVIDIA RTX 4070 Ti,128GB DDR5,512GB SSD,"14"" 4K",Windows 11,4475.82
8490,Lenovo,Intel Core i5-14600K,Intel Arc A770,128GB DDR5,2TB SSD,"17.3"" QHD",Windows 10 Pro,2256.58
8491,Samsung,Intel Core i7-14700K,Intel Arc A770,64GB DDR5,2TB SSD,"17.3"" QHD",Windows 10 Pro,4624.54
8492,Microsoft,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,32GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 11,4153.38
8493,Dell,AMD Ryzen 7 7800X,NVIDIA RTX 4080,64GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 10 Pro,4190.56
8494,Asus,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,128GB DDR5,2TB SSD,"15.6"" FHD",macOS Sonoma,2983.03
8495,HP,Intel Core i5-14600K,AMD Radeon RX 7800 XT,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 11,780.68
8496,Apple,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,16GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",macOS Sonoma,873.97
8497,Acer,Intel Core i9-14900K,AMD Radeon RX 7800 XT,32GB DDR4,512GB SSD,"15.6"" FHD",Windows 10 Pro,4755.84
8498,Samsung,Intel Core i9-14900K,Intel Arc A770,64GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 11,931.87
8499,MSI,Intel Core i9-14900K,NVIDIA RTX 4090,64GB DDR5,1TB SSD,"17.3"" QHD",Windows 10 Pro,1410.76
8500,Acer,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,32GB DDR4,512GB SSD,"15.6"" FHD",Windows 11,3008.62
8501,Samsung,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,32GB DDR4,512GB SSD,"14"" 4K",Ubuntu 22.04,1295.82
8502,Razer,Intel Core i9-14900K,AMD Radeon RX 7800 XT,64GB DDR5,1TB SSD,"17.3"" QHD",macOS Sonoma,4143.66
8503,Microsoft,Intel Core i7-14700K,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",Ubuntu 22.04,4417.48
8504,HP,Intel Core i5-14600K,NVIDIA RTX 4080,16GB DDR4,512GB SSD,"14"" 4K",Ubuntu 22.04,4957.56
8505,Microsoft,AMD Ryzen 9 7950X,NVIDIA RTX 4080,16GB DDR4,2TB SSD,"15.6"" FHD",Windows 10 Pro,737.28
8506,Microsoft,Intel Core i7-14700K,NVIDIA RTX 4090,32GB DDR4,1TB SSD,"17.3"" QHD",Windows 10 Pro,1284.81
8507,Acer,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,64GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",Windows 11,2069.71
8508,MSI,AMD Ryzen 9 7950X,NVIDIA RTX 4090,128GB DDR5,512GB SSD,"13.3"" Retina",Windows 11,1875.94
8509,Asus,AMD Ryzen 5 7600X,NVIDIA RTX 4090,32GB DDR4,2TB SSD,"13.3"" Retina",macOS Sonoma,1254.48
8510,Microsoft,AMD Ryzen 7 7800X,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 10 Pro,2963.86
8511,Microsoft,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,64GB DDR5,2TB SSD,"15.6"" FHD",macOS Sonoma,1464.28
8512,Asus,AMD Ryzen 9 7950X,NVIDIA RTX 4080,128GB DDR5,1TB SSD + 2TB HDD,"14"" 4K",Windows 11,2067.2
8513,Samsung,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,32GB DDR4,1TB SSD,"13.3"" Retina",macOS Sonoma,3778.46
8514,Microsoft,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,128GB DDR5,2TB SSD,"15.6"" FHD",Windows 11,4954.72
8515,MSI,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,64GB DDR5,512GB SSD,"14"" 4K",Windows 11,3035.54
8516,MSI,AMD Ryzen 5 7600X,NVIDIA RTX 4080,16GB DDR4,1TB SSD,"13.3"" Retina",Ubuntu 22.04,1248.25
8517,Asus,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,16GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 11,1982.48
8518,Dell,AMD Ryzen 5 7600X,NVIDIA RTX 4090,32GB DDR4,512GB SSD,"17.3"" QHD",Windows 11,1923.27
8519,MSI,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD,"13.3"" Retina",Windows 11,793.39
8520,HP,Intel Core i5-14600K,NVIDIA RTX 4080,64GB DDR5,2TB SSD,"17.3"" QHD",Ubuntu 22.04,1064.3
8521,MSI,Intel Core i9-14900K,AMD Radeon RX 7800 XT,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 10 Pro,3070.26
8522,Lenovo,AMD Ryzen 7 7800X,Intel Arc A770,64GB DDR5,512GB SSD,"14"" 4K",macOS Sonoma,1568.77
8523,Razer,Intel Core i7-14700K,Intel Arc A770,16GB DDR4,1TB SSD,"17.3"" QHD",macOS Sonoma,4039.73
8524,MSI,Intel Core i7-14700K,Intel Arc A770,64GB DDR5,2TB SSD,"15.6"" FHD",Ubuntu 22.04,4399.47
8525,HP,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,64GB DDR5,2TB SSD,"14"" 4K",Windows 11,2915.52
8526,Asus,Intel Core i9-14900K,Intel Arc A770,64GB DDR5,1TB SSD + 2TB HDD,"14"" 4K",Windows 10 Pro,1836.09
8527,Samsung,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,64GB DDR5,1TB SSD,"15.6"" FHD",Windows 11,3756.59
8528,Asus,AMD Ryzen 5 7600X,NVIDIA RTX 4080,32GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",macOS Sonoma,2221.44
8529,Acer,AMD Ryzen 9 7950X,NVIDIA RTX 4090,16GB DDR4,1TB SSD,"13.3"" Retina",Windows 10 Pro,2666.37
8530,Asus,AMD Ryzen 7 7800X,NVIDIA RTX 4080,32GB DDR4,512GB SSD,"17.3"" QHD",macOS Sonoma,4729.47
8531,Asus,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD,"14"" 4K",Ubuntu 22.04,3997.03
8532,Acer,Intel Core i9-14900K,Intel Arc A770,64GB DDR5,2TB SSD,"14"" 4K",Windows 10 Pro,2053.7
8533,Asus,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,32GB DDR4,1TB SSD,"14"" 4K",Windows 10 Pro,2918.08
8534,Dell,AMD Ryzen 7 7800X,NVIDIA RTX 4080,32GB DDR4,1TB SSD + 2TB HDD,"17.3"" QHD",macOS Sonoma,4171.29
8535,MSI,Intel Core i9-14900K,NVIDIA RTX 4080,64GB DDR5,512GB SSD,"13.3"" Retina",Windows 11,973.66
8536,MSI,AMD Ryzen 7 7800X,Intel Arc A770,16GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Ubuntu 22.04,3670.29
8537,Microsoft,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,16GB DDR4,2TB SSD,"17.3"" QHD",macOS Sonoma,799.17
8538,Dell,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",macOS Sonoma,2403.88
8539,Asus,Intel Core i5-14600K,NVIDIA RTX 4080,32GB DDR4,1TB SSD,"17.3"" QHD",macOS Sonoma,1732.78
8540,Dell,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,32GB DDR4,512GB SSD,"17.3"" QHD",Ubuntu 22.04,1290.81
8541,Apple,Intel Core i7-14700K,NVIDIA RTX 4080,64GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 10 Pro,4542.94
8542,Apple,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,128GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",macOS Sonoma,2608.51
8543,Dell,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,32GB DDR4,1TB SSD,"15.6"" FHD",Windows 10 Pro,3743.18
8544,Dell,AMD Ryzen 7 7800X,Intel Arc A770,32GB DDR4,1TB SSD,"15.6"" FHD",macOS Sonoma,2043.57
8545,Acer,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,32GB DDR4,512GB SSD,"15.6"" FHD",Windows 11,3762.45
8546,Acer,Intel Core i9-14900K,Intel Arc A770,64GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 11,1430.52
8547,Apple,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,16GB DDR4,2TB SSD,"14"" 4K",Windows 10 Pro,4760.15
8548,Microsoft,AMD Ryzen 5 7600X,Intel Arc A770,64GB DDR5,1TB SSD,"15.6"" FHD",macOS Sonoma,1871.0
8549,Microsoft,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",Windows 11,2565.52
8550,Apple,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,16GB DDR4,512GB SSD,"15.6"" FHD",Ubuntu 22.04,2490.0
8551,Apple,AMD Ryzen 7 7800X,Intel Arc A770,128GB DDR5,1TB SSD + 2TB HDD,"14"" 4K",macOS Sonoma,2907.67
8552,Microsoft,AMD Ryzen 5 7600X,NVIDIA RTX 4080,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 10 Pro,1418.51
8553,Samsung,Intel Core i7-14700K,NVIDIA RTX 4080,32GB DDR4,1TB SSD,"15.6"" FHD",Windows 11,3216.07
8554,Asus,Intel Core i5-14600K,NVIDIA RTX 4070 Ti,128GB DDR5,2TB SSD,"15.6"" FHD",macOS Sonoma,3434.06
8555,HP,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD,"17.3"" QHD",Windows 11,4616.98
8556,Razer,Intel Core i7-14700K,NVIDIA RTX 4090,64GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",Ubuntu 22.04,1221.85
8557,Lenovo,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,128GB DDR5,512GB SSD,"14"" 4K",macOS Sonoma,1029.21
8558,MSI,Intel Core i5-14600K,AMD Radeon RX 7800 XT,64GB DDR5,2TB SSD,"15.6"" FHD",Windows 10 Pro,3406.09
8559,Microsoft,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,64GB DDR5,1TB SSD,"14"" 4K",macOS Sonoma,3668.5
8560,Asus,AMD Ryzen 9 7950X,NVIDIA RTX 4080,64GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",Windows 11,1310.09
8561,Dell,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,64GB DDR5,512GB SSD,"14"" 4K",Windows 10 Pro,1411.6
8562,Microsoft,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,32GB DDR4,2TB SSD,"13.3"" Retina",Windows 10 Pro,4464.12
8563,Acer,Intel Core i9-14900K,AMD Radeon RX 7800 XT,64GB DDR5,1TB SSD,"13.3"" Retina",Windows 10 Pro,4976.02
8564,Asus,Intel Core i7-14700K,NVIDIA RTX 4090,64GB DDR5,1TB SSD,"17.3"" QHD",Ubuntu 22.04,1868.6
8565,Lenovo,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,64GB DDR5,2TB SSD,"14"" 4K",Ubuntu 22.04,4147.22
8566,Acer,Intel Core i9-14900K,Intel Arc A770,64GB DDR5,1TB SSD,"15.6"" FHD",Windows 10 Pro,4970.51
8567,Dell,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,64GB DDR5,2TB SSD,"17.3"" QHD",macOS Sonoma,4902.84
8568,Apple,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XTX,16GB DDR4,2TB SSD,"17.3"" QHD",Windows 11,3844.14
8569,MSI,AMD Ryzen 9 7950X,NVIDIA RTX 4090,16GB DDR4,1TB SSD,"17.3"" QHD",Windows 10 Pro,4972.93
8570,Asus,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,64GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",Ubuntu 22.04,3505.07
8571,MSI,Intel Core i5-14600K,NVIDIA RTX 4080,128GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",macOS Sonoma,4679.87
8572,Acer,AMD Ryzen 9 7950X,Intel Arc A770,64GB DDR5,2TB SSD,"13.3"" Retina",Windows 11,3090.41
8573,Apple,Intel Core i5-14600K,Intel Arc A770,64GB DDR5,1TB SSD,"14"" 4K",Ubuntu 22.04,934.41
8574,Microsoft,Intel Core i5-14600K,NVIDIA RTX 4090,32GB DDR4,1TB SSD,"17.3"" QHD",Windows 10 Pro,2459.03
8575,Microsoft,Intel Core i5-14600K,NVIDIA RTX 4080,128GB DDR5,1TB SSD,"14"" 4K",macOS Sonoma,4063.25
8576,Asus,Intel Core i9-14900K,AMD Radeon RX 7800 XT,64GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 11,3646.07
8577,Lenovo,Intel Core i5-14600K,AMD Radeon RX 7800 XT,128GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",macOS Sonoma,1725.02
8578,Razer,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,128GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 11,4073.01
8579,Apple,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,16GB DDR4,2TB SSD,"13.3"" Retina",Windows 11,4309.68
8580,Samsung,Intel Core i9-14900K,NVIDIA RTX 4080,64GB DDR5,512GB SSD,"15.6"" FHD",macOS Sonoma,2149.41
8581,Razer,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 10 Pro,1609.16
8582,Microsoft,Intel Core i9-14900K,NVIDIA RTX 4090,32GB DDR4,512GB SSD,"13.3"" Retina",macOS Sonoma,4987.46
8583,Dell,AMD Ryzen 5 7600X,NVIDIA RTX 4080,64GB DDR5,2TB SSD,"13.3"" Retina",Ubuntu 22.04,2516.26
8584,Razer,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,128GB DDR5,1TB SSD,"13.3"" Retina",Windows 11,4568.87
8585,HP,Intel Core i5-14600K,NVIDIA RTX 4090,16GB DDR4,512GB SSD,"15.6"" FHD",Windows 11,4981.44
8586,Razer,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,16GB DDR4,1TB SSD,"13.3"" Retina",macOS Sonoma,2955.29
8587,Dell,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,32GB DDR4,1TB SSD + 2TB HDD,"17.3"" QHD",Windows 11,2771.58
8588,Microsoft,Intel Core i5-14600K,NVIDIA RTX 4080,16GB DDR4,2TB SSD,"13.3"" Retina",macOS Sonoma,1027.88
8589,MSI,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,16GB DDR4,512GB SSD,"14"" 4K",Ubuntu 22.04,1824.7
8590,Microsoft,Intel Core i7-14700K,AMD Radeon RX 7800 XT,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 10 Pro,4274.2
8591,Dell,Intel Core i7-14700K,NVIDIA RTX 4080,16GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 10 Pro,1367.4
8592,Dell,AMD Ryzen 7 7800X,NVIDIA RTX 4070 Ti,16GB DDR4,1TB SSD,"13.3"" Retina",Windows 11,1379.85
8593,Razer,AMD Ryzen 9 7950X,NVIDIA RTX 4080,128GB DDR5,512GB SSD,"17.3"" QHD",Windows 10 Pro,2349.89
8594,Samsung,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,64GB DDR5,1TB SSD + 2TB HDD,"14"" 4K",Ubuntu 22.04,4006.93
8595,Microsoft,Intel Core i7-14700K,AMD Radeon RX 7800 XT,32GB DDR4,2TB SSD,"15.6"" FHD",macOS Sonoma,1762.63
8596,Asus,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,64GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",Windows 11,4777.59
8597,Asus,AMD Ryzen 9 7950X,NVIDIA RTX 4080,16GB DDR4,512GB SSD,"15.6"" FHD",Windows 10 Pro,4112.44
8598,HP,Intel Core i5-14600K,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",macOS Sonoma,732.71
8599,Dell,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XTX,16GB DDR4,512GB SSD,"17.3"" QHD",Windows 11,2951.36
8600,Lenovo,AMD Ryzen 7 7800X,NVIDIA RTX 4080,64GB DDR5,1TB SSD,"15.6"" FHD",macOS Sonoma,4071.4
8601,HP,Intel Core i7-14700K,NVIDIA RTX 4080,128GB DDR5,1TB SSD,"17.3"" QHD",Ubuntu 22.04,2985.56
8602,MSI,AMD Ryzen 5 7600X,NVIDIA RTX 4080,128GB DDR5,2TB SSD,"14"" 4K",Windows 11,2865.64
8603,Lenovo,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD,"13.3"" Retina",macOS Sonoma,2792.24
8604,MSI,AMD Ryzen 7 7800X,AMD Radeon RX 7900 XTX,128GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 11,1941.88
8605,Apple,Intel Core i9-14900K,NVIDIA RTX 4090,16GB DDR4,512GB SSD,"14"" 4K",macOS Sonoma,3809.21
8606,Asus,Intel Core i9-14900K,Intel Arc A770,16GB DDR4,2TB SSD,"14"" 4K",Windows 11,2293.12
8607,Asus,AMD Ryzen 9 7950X,NVIDIA RTX 4080,16GB DDR4,512GB SSD,"15.6"" FHD",Ubuntu 22.04,2770.06
8608,MSI,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,16GB DDR4,1TB SSD,"13.3"" Retina",Ubuntu 22.04,3645.44
8609,Dell,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,16GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 11,4901.13
8610,Apple,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,32GB DDR4,512GB SSD,"13.3"" Retina",Windows 10 Pro,798.64
8611,Microsoft,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,16GB DDR4,1TB SSD + 2TB HDD,"17.3"" QHD",Windows 11,3773.36
8612,Razer,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,128GB DDR5,1TB SSD + 2TB HDD,"14"" 4K",macOS Sonoma,1359.94
8613,MSI,AMD Ryzen 7 7800X,AMD Radeon RX 7900 XTX,32GB DDR4,512GB SSD,"15.6"" FHD",Windows 11,4517.25
8614,Apple,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,16GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 11,1771.28
8615,HP,Intel Core i9-14900K,NVIDIA RTX 4080,16GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",Ubuntu 22.04,841.75
8616,Acer,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 11,3096.23
8617,MSI,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XTX,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Ubuntu 22.04,3929.66
8618,Microsoft,AMD Ryzen 7 7800X,Intel Arc A770,64GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 10 Pro,2653.03
8619,Samsung,Intel Core i5-14600K,NVIDIA RTX 4080,16GB DDR4,512GB SSD,"15.6"" FHD",macOS Sonoma,2967.43
8620,Samsung,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,64GB DDR5,2TB SSD,"15.6"" FHD",Ubuntu 22.04,3801.01
8621,Microsoft,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,64GB DDR5,2TB SSD,"15.6"" FHD",Ubuntu 22.04,3002.83
8622,Apple,Intel Core i5-14600K,Intel Arc A770,128GB DDR5,1TB SSD + 2TB HDD,"14"" 4K",macOS Sonoma,3576.46
8623,Razer,Intel Core i7-14700K,NVIDIA RTX 4080,32GB DDR4,1TB SSD,"13.3"" Retina",macOS Sonoma,1314.44
8624,Dell,Intel Core i7-14700K,Intel Arc A770,128GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",macOS Sonoma,1829.56
8625,Acer,AMD Ryzen 7 7800X,AMD Radeon RX 7900 XTX,128GB DDR5,1TB SSD,"17.3"" QHD",macOS Sonoma,741.91
8626,MSI,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",macOS Sonoma,3603.6
8627,Samsung,Intel Core i9-14900K,NVIDIA RTX 4080,16GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",Windows 10 Pro,1611.32
8628,Asus,Intel Core i9-14900K,NVIDIA RTX 4080,32GB DDR4,1TB SSD,"13.3"" Retina",Windows 11,979.91
8629,Samsung,AMD Ryzen 7 7800X,NVIDIA RTX 4090,128GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 11,2348.19
8630,MSI,AMD Ryzen 7 7800X,NVIDIA RTX 4070 Ti,16GB DDR4,512GB SSD,"15.6"" FHD",macOS Sonoma,1453.39
8631,Asus,AMD Ryzen 7 7800X,NVIDIA RTX 4080,64GB DDR5,2TB SSD,"13.3"" Retina",Ubuntu 22.04,1410.46
8632,Razer,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,16GB DDR4,1TB SSD,"14"" 4K",Windows 10 Pro,1265.39
8633,Lenovo,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,32GB DDR4,2TB SSD,"13.3"" Retina",Windows 10 Pro,3506.71
8634,Asus,Intel Core i5-14600K,NVIDIA RTX 4070 Ti,32GB DDR4,1TB SSD + 2TB HDD,"17.3"" QHD",Windows 11,3371.58
8635,Dell,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,16GB DDR4,2TB SSD,"17.3"" QHD",Windows 11,4952.61
8636,Acer,Intel Core i9-14900K,NVIDIA RTX 4090,32GB DDR4,1TB SSD,"15.6"" FHD",Ubuntu 22.04,3030.44
8637,HP,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,128GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",macOS Sonoma,1687.9
8638,Razer,AMD Ryzen 5 7600X,Intel Arc A770,16GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",macOS Sonoma,4690.09
8639,Razer,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,64GB DDR5,1TB SSD + 2TB HDD,"14"" 4K",macOS Sonoma,1795.78
8640,Razer,Intel Core i5-14600K,Intel Arc A770,64GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",macOS Sonoma,843.28
8641,HP,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,128GB DDR5,2TB SSD,"17.3"" QHD",Ubuntu 22.04,2004.6
8642,Dell,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,128GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 10 Pro,3281.15
8643,Microsoft,Intel Core i9-14900K,NVIDIA RTX 4080,64GB DDR5,512GB SSD,"14"" 4K",macOS Sonoma,3768.51
8644,Apple,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XTX,32GB DDR4,1TB SSD + 2TB HDD,"17.3"" QHD",macOS Sonoma,1007.82
8645,Microsoft,AMD Ryzen 7 7800X,NVIDIA RTX 4080,16GB DDR4,512GB SSD,"17.3"" QHD",macOS Sonoma,2438.47
8646,Acer,Intel Core i9-14900K,NVIDIA RTX 4090,16GB DDR4,512GB SSD,"14"" 4K",Ubuntu 22.04,4612.39
8647,Apple,Intel Core i5-14600K,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",Windows 10 Pro,4313.58
8648,Microsoft,AMD Ryzen 7 7800X,NVIDIA RTX 4090,64GB DDR5,512GB SSD,"17.3"" QHD",Windows 10 Pro,1593.16
8649,MSI,AMD Ryzen 7 7800X,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD,"14"" 4K",macOS Sonoma,4604.93
8650,HP,Intel Core i9-14900K,Intel Arc A770,64GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 11,3642.72
8651,Apple,Intel Core i7-14700K,Intel Arc A770,32GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",macOS Sonoma,4960.2
8652,Acer,AMD Ryzen 9 7950X,NVIDIA RTX 4090,32GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 10 Pro,1041.68
8653,Dell,AMD Ryzen 5 7600X,NVIDIA RTX 4090,64GB DDR5,2TB SSD,"14"" 4K",Windows 10 Pro,1076.75
8654,Asus,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,16GB DDR4,512GB SSD,"13.3"" Retina",Windows 11,1797.07
8655,Asus,Intel Core i5-14600K,NVIDIA RTX 4090,16GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Ubuntu 22.04,1823.6
8656,Razer,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,64GB DDR5,2TB SSD,"14"" 4K",Ubuntu 22.04,739.28
8657,HP,AMD Ryzen 7 7800X,Intel Arc A770,128GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",Windows 10 Pro,1300.54
8658,Acer,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,16GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 11,1491.43
8659,MSI,Intel Core i9-14900K,NVIDIA RTX 4080,128GB DDR5,512GB SSD,"17.3"" QHD",macOS Sonoma,4169.21
8660,Asus,Intel Core i7-14700K,AMD Radeon RX 7800 XT,16GB DDR4,512GB SSD,"17.3"" QHD",Ubuntu 22.04,4549.19
8661,Acer,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,16GB DDR4,512GB SSD,"15.6"" FHD",Ubuntu 22.04,4113.71
8662,HP,Intel Core i5-14600K,NVIDIA RTX 4090,32GB DDR4,2TB SSD,"14"" 4K",Windows 11,1420.0
8663,Acer,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,16GB DDR4,512GB SSD,"17.3"" QHD",Windows 10 Pro,3462.78
8664,Razer,Intel Core i5-14600K,NVIDIA RTX 4080,128GB DDR5,2TB SSD,"14"" 4K",Windows 11,1860.43
8665,Asus,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,128GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",macOS Sonoma,3663.46
8666,Acer,Intel Core i9-14900K,AMD Radeon RX 7800 XT,128GB DDR5,2TB SSD,"17.3"" QHD",Ubuntu 22.04,4831.72
8667,Razer,Intel Core i5-14600K,AMD Radeon RX 7800 XT,32GB DDR4,2TB SSD,"15.6"" FHD",Windows 10 Pro,4277.91
8668,Acer,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,128GB DDR5,1TB SSD,"14"" 4K",Windows 10 Pro,2045.74
8669,Samsung,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,32GB DDR4,1TB SSD,"14"" 4K",Windows 10 Pro,3036.17
8670,Razer,AMD Ryzen 5 7600X,Intel Arc A770,32GB DDR4,512GB SSD,"14"" 4K",Ubuntu 22.04,3718.27
